code,name,issuer,index,market,leverage,hedge
466930,SOL 자동차TOP3플러스,SOL,KR_AUTO,KR,1.0,none
385510,KODEX 신재생에너지액티브,KODEX,CLEAN_ENERGY,KR,1.0,none
0093A0,RISE AI반도체TOP10,RISE,KR_SEMICONDUCTOR,KR,1.0,none
491610,1Q CD금리액티브(합성),1Q,KR_MONEY_MARKET,KR,1.0,none
489030,PLUS 고배당주위클리커버드콜,PLUS,KR_DIVIDEND,KR,1.0,none
422420,RISE 2차전지액티브,RISE,KR_BATTERY,KR,1.0,none
495230,KoAct 코리아밸류업액티브,KoAct,KR_VALUEUP,KR,1.0,none
190620,ACE 단기통안채,ACE,KR_TREASURY,KR,1.0,none
396520,TIGER 차이나반도체FACTSET,TIGER,CHINA,CHINA,1.0,unhedged
196230,RISE 단기통안채,RISE,KR_TREASURY,KR,1.0,none
0040X0,SOL 팔란티어미국채커버드콜혼합,SOL,KR_TREASURY,KR,1.0,none
266160,RISE 고배당,RISE,KR_DIVIDEND,KR,1.0,none
200250,KIWOOM 인도Nifty50(합성),KIWOOM,INDIA_NIFTY50,INDIA,1.0,unhedged
496020,WON 전단채플러스액티브,WON,KR_MONEY_MARKET,KR,1.0,none
472920,HK 종합채권(AA-이상)액티브,HK,KR_BOND_AGGREGATE,KR,1.0,none
143860,TIGER 헬스케어,TIGER,KR_BIO,KR,1.0,none
251340,KODEX 코스닥150선물인버스,KODEX,KOSDAQ150,KR,-1.0,none
426020,TIME 미국S&P500액티브,TIME,SP500,US,1.0,unhedged
452360,SOL 미국배당다우존스(H),SOL,DJ_US_DIVIDEND,US,1.0,hedge
414780,TIGER 차이나과창판STAR50(합성),TIGER,CHINA_STAR50,CHINA,1.0,unhedged
0101N0,RISE AI전력인프라,RISE,KR_AI,KR,1.0,none
464240,KIWOOM 26-09회사채(AA-이상)액티브,KIWOOM,KR_CORPORATE,KR,1.0,none
490090,TIGER 미국AI빅테크10,TIGER,US_AI,US,1.0,unhedged
0092C0,SOL 27-12 회사채(AA-이상)액티브,SOL,KR_CORPORATE,KR,1.0,none
497880,SOL CD금리&머니마켓액티브,SOL,KR_MONEY_MARKET,KR,1.0,none
483320,ACE 엔비디아밸류체인액티브,ACE,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
213610,KODEX 삼성그룹밸류,KODEX,KR_CONGLOMERATE,KR,1.0,none
0111P0,1Q 미국나스닥100미국채혼합50액티브,1Q,US_MIXED,US,1.0,unhedged
471760,TIGER AI반도체핵심공정,TIGER,KR_SEMICONDUCTOR,KR,1.0,none
272560,RISE 단기국공채액티브,RISE,KR_TREASURY,KR,1.0,none
388420,RISE 비메모리반도체액티브,RISE,KR_SEMICONDUCTOR,KR,1.0,none
471040,KoAct 글로벌AI&로봇액티브,KoAct,US_ROBOT,GLOBAL,1.0,unhedged
332930,HANARO 200TR,HANARO,KOSPI200,KR,1.0,none
0123G0,TIGER 미국AI전력SMR,TIGER,US_AI,US,1.0,unhedged
409820,KODEX 미국나스닥100레버리지(합성 H),KODEX,NASDAQ100,US,2.0,hedge
304660,KODEX 미국30년국채울트라선물(H),KODEX,US_TREASURY_30Y,US,1.0,hedge
463290,1Q 단기금융채액티브,1Q,KR_TREASURY,KR,1.0,none
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,TIGER,DJ_US_DIVIDEND,US,1.0,unhedged
0043Y0,TIME 차이나AI테크액티브,TIME,CHINA,CHINA,1.0,unhedged
367760,RISE 네트워크인프라,RISE,INFRASTRUCTURE,KR,1.0,none
0001S0,TIGER 26-04 회사채(A+이상)액티브,TIGER,KR_CORPORATE,KR,1.0,none
114100,RISE 국고채3년,RISE,KR_TREASURY_3Y,KR,1.0,none
465780,마이티 26-09 특수채(AAA)액티브,마이티,KR_TREASURY,KR,1.0,none
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),ACE,US_COVERED_CALL,US,1.0,unhedged
237370,KODEX 코리아배당성장채권혼합,KODEX,KR_DIVIDEND,KR,1.0,none
0005D0,SOL 전고체배터리&실리콘음극재,SOL,KR_BATTERY,KR,1.0,none
0138Y0,PLUS 금채권혼합,PLUS,GOLD,COMMODITY,1.0,unhedged
325020,KODEX 배당가치,KODEX,KR_DIVIDEND,KR,1.0,none
267770,TIGER 200선물레버리지,TIGER,KOSPI200,KR,2.0,none
182480,TIGER 미국MSCI리츠(합성 H),TIGER,US_REIT,US,1.0,hedge
372330,KODEX 차이나항셍테크,KODEX,CHINA_HSCEI,CHINA,1.0,unhedged
0119H0,KODEX 28-12 회사채(AA-이상)액티브,KODEX,KR_CORPORATE,KR,1.0,none
192090,TIGER 차이나CSI300,TIGER,CHINA_CSI300,CHINA,1.0,unhedged
0080Y0,SOL 조선TOP3플러스레버리지,SOL,KR_SHIPBUILDING,KR,2.0,none
483340,ACE 구글밸류체인액티브,ACE,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
0091C0,KODEX 미국10년국채액티브(H),KODEX,US_TREASURY_10Y,US,1.0,hedge
0015B0,KoAct 미국나스닥성장기업액티브,KoAct,NASDAQ100,US,1.0,unhedged
481180,SOL 미국AI소프트웨어,SOL,US_AI,US,1.0,unhedged
455860,SOL 2차전지소부장Fn,SOL,KR_BATTERY,KR,1.0,none
325010,KODEX 성장주,KODEX,KOSPI200,KR,1.0,none
0092B0,SOL 한국원자력SMR,SOL,KR_NUCLEAR,KR,1.0,none
475050,ACE KPOP포커스,ACE,KR_CULTURE,KR,1.0,none
483290,KODEX 미국배당다우존스타겟커버드콜,KODEX,DJ_US_DIVIDEND,US,1.0,unhedged
403790,마이다스 코스피액티브,마이다스,KOSPI,KR,1.0,none
461270,ACE 26-06 회사채(AA-이상)액티브,ACE,KR_CORPORATE,KR,1.0,none
429000,TIGER 미국S&P500배당귀족,TIGER,SP500_DIVIDEND_ARISTOCRAT,US,1.0,unhedged
261220,KODEX WTI원유선물(H),KODEX,OIL,COMMODITY,1.0,hedge
480030,ACE 미국500데일리타겟커버드콜(합성),ACE,US_COVERED_CALL,US,1.0,unhedged
0019K0,TIME 미국나스닥100채권혼합50액티브,TIME,US_MIXED,US,1.0,unhedged
136340,RISE 중기우량회사채,RISE,KR_CORPORATE,KR,1.0,none
319640,TIGER 골드선물(H),TIGER,GOLD,COMMODITY,1.0,hedge
332500,ACE 200TR,ACE,KOSPI200,KR,1.0,none
0104N0,TIGER 200타겟위클리커버드콜,TIGER,KOSPI200,KR,1.0,none
367770,RISE 수소경제테마,RISE,HYDROGEN,GLOBAL,1.0,unhedged
491230,PLUS 국공채머니마켓액티브,PLUS,KR_TREASURY,KR,1.0,none
490480,SOL K방산,SOL,KR_DEFENSE,KR,1.0,none
412570,TIGER 2차전지TOP10레버리지,TIGER,KR_BATTERY,KR,2.0,none
451530,TIGER 국고채30년스트립액티브,TIGER,KR_TREASURY_30Y,KR,1.0,none
219480,KODEX 미국S&P500선물(H),KODEX,SP500,US,1.0,hedge
474590,WON 반도체밸류체인액티브,WON,KR_SEMICONDUCTOR,KR,1.0,none
0115D0,KODEX 조선TOP10,KODEX,KR_SHIPBUILDING,KR,1.0,none
0066W0,SOL 국제금,SOL,GOLD,COMMODITY,1.0,unhedged
0005A0,KODEX 미국S&P500데일리커버드콜OTM,KODEX,US_COVERED_CALL,US,1.0,unhedged
0099L0,ACE 우량회사채(AA-이상)액티브,ACE,KR_CORPORATE,KR,1.0,none
495060,TIME 코리아밸류업액티브,TIME,KR_VALUEUP,KR,1.0,none
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,KODEX,KR_TREASURY,KR,1.0,none
442570,RISE TDF2050액티브,RISE,TDF,KR,1.0,none
245340,TIGER 미국다우존스30,TIGER,DOW,US,1.0,unhedged
278240,RISE 코스닥150선물레버리지,RISE,KOSDAQ150,KR,2.0,none
309230,ACE 미국WideMoat동일가중,ACE,KOSPI200,KR,1.0,none
0074K0,KoAct K수출핵심기업TOP30액티브,KoAct,KR_TECH,KR,1.0,none
295020,RISE 국채선물10년인버스,RISE,KR_TREASURY_10Y,KR,-1.0,none
114820,TIGER 국채3년,TIGER,KR_TREASURY_3Y,KR,1.0,none
481430,RISE 국고채10년액티브,RISE,KR_TREASURY_10Y,KR,1.0,none
464930,TIGER 글로벌혁신블루칩TOP10,TIGER,MSCI_WORLD,GLOBAL,1.0,unhedged
168580,ACE 중국본토CSI300,ACE,CHINA_CSI300,CHINA,1.0,unhedged
458210,KIWOOM CD금리액티브(합성),KIWOOM,KR_MONEY_MARKET,KR,1.0,none
488500,TIGER 미국S&P500동일가중,TIGER,SP500,US,1.0,unhedged
473640,HANARO 글로벌금채굴기업,HANARO,GOLD_MINING,GLOBAL,1.0,unhedged
0127M0,ACE 미국대형가치주액티브,ACE,SP500,US,1.0,unhedged
152870,파워 200,파워,KOSPI200,KR,1.0,none
0151S0,KODEX 미국AI반도체TOP3플러스,KODEX,US_AI,US,1.0,unhedged
228810,TIGER 미디어컨텐츠,TIGER,KR_CULTURE,KR,1.0,none
464310,TIGER 글로벌AI&로보틱스 INDXX,TIGER,US_AI,GLOBAL,1.0,unhedged
0085N0,ACE 미국10년국채액티브(H),ACE,US_TREASURY_10Y,US,1.0,hedge
0000Y0,HK 26-12 회사채(AA-이상)액티브,HK,KR_CORPORATE,KR,1.0,none
433980,KODEX TDF2040액티브,KODEX,TDF,KR,1.0,none
0118Z0,ACE 미국AI테크핵심산업액티브,ACE,US_AI,US,1.0,unhedged
204480,TIGER 차이나CSI300레버리지(합성),TIGER,CHINA_CSI300,CHINA,2.0,unhedged
469170,ACE 포스코그룹포커스,ACE,KR_CONGLOMERATE,KR,1.0,none
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),ACE,US_TECH,US,2.0,unhedged
438570,SOL 국고채10년,SOL,KR_TREASURY_10Y,KR,1.0,none
157490,TIGER 소프트웨어,TIGER,KR_TECH,KR,1.0,none
130730,KIWOOM 단기자금,KIWOOM,KR_MONEY_MARKET,KR,1.0,none
495550,SOL 코리아밸류업TR,SOL,KR_VALUEUP,KR,1.0,none
491820,HANARO 전력설비투자,HANARO,INFRASTRUCTURE,KR,1.0,none
494220,UNICORN SK하이닉스밸류체인액티브,UNICORN,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
399110,SOL 미국S&P500ESG,SOL,SP500_ESG,US,1.0,unhedged
423170,SOL 글로벌AI반도체탑픽액티브,SOL,US_AI,GLOBAL,1.0,unhedged
454320,HANARO CAPEX설비투자iSelect,HANARO,INFRASTRUCTURE,KR,1.0,none
498180,파워 종합채권(AA-이상)액티브,파워,KR_BOND_AGGREGATE,KR,1.0,none
0082V0,KODEX TDF2060액티브,KODEX,TDF,KR,1.0,none
0069M0,1Q 미국나스닥100,1Q,NASDAQ100,US,1.0,unhedged
468380,KODEX iShares미국하이일드액티브,KODEX,US_CORPORATE,US,1.0,unhedged
328370,PLUS 코스피TR,PLUS,KOSPI,KR,1.0,none
308620,KODEX 미국10년국채선물,KODEX,US_TREASURY_10Y,US,1.0,unhedged
494840,TIGER 미국방산TOP10,TIGER,US_DEFENSE,US,1.0,unhedged
492500,1Q 현대차그룹채권(A+이상)&국고통안,1Q,KR_AUTO,KR,1.0,none
0131W0,1Q 단기특수은행채액티브,1Q,KR_TREASURY,KR,1.0,none
495710,BNK 26-06 특수채(AAA이상)액티브,BNK,KR_TREASURY,KR,1.0,none
0135Y0,ITF 중기종합채권(AA-이상)액티브,ITF,KR_BOND_AGGREGATE,KR,1.0,none
359210,KODEX 코스피TR,KODEX,KOSPI200,KR,1.0,none
479730,TIGER 인도빌리언컨슈머,TIGER,INDIA,INDIA,1.0,unhedged
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,TIGER,AUTONOMOUS,GLOBAL,1.0,unhedged
363580,KODEX 200IT TR,KODEX,KOSPI200,KR,1.0,none
304940,KODEX 미국나스닥100선물(H),KODEX,NASDAQ100,US,1.0,hedge
364960,TIGER BBIG,TIGER,KR_TECH,KR,1.0,none
441540,HANARO Fn조선해운,HANARO,KR_SHIPBUILDING,KR,1.0,none
243880,TIGER 200IT레버리지,TIGER,KOSPI200,KR,2.0,none
0151P0,RISE 코리아전략산업액티브,RISE,KR_TECH,KR,1.0,none
0091M0,HANARO 27-06 회사채(AA-이상)액티브,HANARO,KR_CORPORATE,KR,1.0,none
0115E0,KODEX 코리아소버린AI,KODEX,KR_AI,KR,1.0,none
496090,KIWOOM 코리아밸류업,KIWOOM,KR_VALUEUP,KR,1.0,none
490600,RISE 미국배당100데일리고정커버드콜,RISE,US_COVERED_CALL,US,1.0,unhedged
448100,WON 200,WON,KOSPI200,KR,1.0,none
480040,ACE 미국반도체데일리타겟커버드콜(합성),ACE,US_SEMICONDUCTOR,US,1.0,unhedged
411420,KODEX 미국나스닥AI테크액티브,KODEX,SP500_TECH,US,1.0,unhedged
203780,TIGER 미국나스닥바이오,TIGER,US_BIO,US,1.0,unhedged
0132K0,PLUS 테슬라위클리커버드콜채권혼합,PLUS,KR_COVERED_CALL,KR,1.0,none
0035T0,PLUS 글로벌휴머노이드로봇액티브,PLUS,US_ROBOT,GLOBAL,1.0,unhedged
329660,KODEX TRF5050,KODEX,ASSET_ALLOCATION,GLOBAL,1.0,unhedged
0036R0,RISE 미국휴머노이드로봇,RISE,US_ROBOT,US,1.0,unhedged
143850,TIGER 미국S&P500선물(H),TIGER,SP500,US,1.0,hedge
447620,SOL 미국TOP5채권혼합40 Solactive,SOL,US_MIXED,US,1.0,unhedged
401170,RISE 메타버스,RISE,METAVERSE,KR,1.0,none
261070,TIGER 코스닥150바이오테크,TIGER,KOSDAQ150,KR,1.0,none
0098N0,PLUS 자사주매입고배당주,PLUS,KR_DIVIDEND,KR,1.0,none
495330,1Q 코리아밸류업,1Q,KR_VALUEUP,KR,1.0,none
266420,KODEX 헬스케어,KODEX,KR_BIO,KR,1.0,none
377990,TIGER Fn신재생에너지,TIGER,CLEAN_ENERGY,KR,1.0,none
211900,KODEX 코리아배당성장,KODEX,KR_DIVIDEND,KR,1.0,none
0111J0,HANARO 증권고배당TOP3플러스,HANARO,KR_DIVIDEND,KR,1.0,none
0102A0,TIGER 미국AI소프트웨어TOP4Plus,TIGER,US_AI,US,1.0,unhedged
0017Y0,1Q 종합채권(AA-이상)액티브,1Q,KR_BOND_AGGREGATE,KR,1.0,none
0086B0,TIGER 리츠부동산인프라TOP10액티브,TIGER,KR_REIT,KR,1.0,none
0052T0,1Q 중단기회사채(A-이상)액티브,1Q,KR_CORPORATE,KR,1.0,none
211560,TIGER 배당성장,TIGER,KR_DIVIDEND,KR,1.0,none
195980,PLUS 신흥국MSCI(합성 H),PLUS,MSCI_EM,GLOBAL,1.0,hedge
0132H0,KODEX 미국원자력SMR,KODEX,US_NUCLEAR,US,1.0,unhedged
0085P0,ACE 미국10년국채액티브,ACE,US_TREASURY_10Y,US,1.0,unhedged
138520,TIGER 삼성그룹,TIGER,KR_CONGLOMERATE,KR,1.0,none
0018C0,PLUS 고배당주위클리고정커버드콜,PLUS,KR_DIVIDEND,KR,1.0,none
473440,ACE 11월만기자동연장회사채AA-이상액티브,ACE,KR_CORPORATE,KR,1.0,none
0113D0,TIME 글로벌탑픽액티브,TIME,MSCI_WORLD,GLOBAL,1.0,unhedged
0100K0,KODEX 방산TOP10레버리지,KODEX,KR_DEFENSE,KR,2.0,none
453330,RISE 미국S&P500(H),RISE,SP500,US,1.0,hedge
0022T0,SOL 국제금커버드콜액티브,SOL,GOLD,COMMODITY,1.0,unhedged
122090,PLUS 코스피50,PLUS,KOSPI,KR,1.0,none
412770,TIGER 글로벌AI플랫폼액티브,TIGER,US_AI,GLOBAL,1.0,unhedged
337160,KODEX 200ESG,KODEX,KOSPI200,KR,1.0,none
460960,ACE 글로벌인컴TOP10,ACE,MSCI_WORLD,GLOBAL,1.0,unhedged
440910,WON 미국우주항공방산,WON,AEROSPACE,US,1.0,unhedged
332940,HANARO MSCI Korea TR,HANARO,KOSPI200,KR,1.0,none
210780,TIGER 코스피고배당,TIGER,KOSPI,KR,1.0,none
269540,PLUS 미국S&P500(H),PLUS,SP500,US,1.0,hedge
0089C0,KODEX 미국S&P500변동성확대시커버드콜,KODEX,US_COVERED_CALL,US,1.0,unhedged
228800,TIGER 여행레저,TIGER,KR_CULTURE,KR,1.0,none
108450,ACE 삼성그룹섹터가중,ACE,KR_CONGLOMERATE,KR,1.0,none
304780,HANARO 200선물레버리지,HANARO,KOSPI200,KR,2.0,none
476750,ACE 미국30년국채엔화노출액티브(H),ACE,US_TREASURY_30Y,US,1.0,hedge
461500,HANARO 종합채권(AA-이상)액티브,HANARO,KR_BOND_AGGREGATE,KR,1.0,none
329670,KODEX TRF7030,KODEX,ASSET_ALLOCATION,GLOBAL,1.0,unhedged
475300,SOL 반도체전공정,SOL,KR_SEMICONDUCTOR,KR,1.0,none
0049M0,ACE 미국배당퀄리티+커버드콜액티브,ACE,US_COVERED_CALL,US,1.0,unhedged
326240,RISE IT플러스,RISE,KR_TECH,KR,1.0,none
433970,KODEX TDF2030액티브,KODEX,TDF,KR,1.0,none
401470,KODEX 메타버스액티브,KODEX,METAVERSE,KR,1.0,none
475310,SOL 반도체후공정,SOL,KR_SEMICONDUCTOR,KR,1.0,none
476030,SOL 미국나스닥100,SOL,NASDAQ100,US,1.0,unhedged
0154F0,WON 초대형IB&금융지주,WON,KR_FINANCIALS,KR,1.0,none
0000Z0,RISE 바이오TOP10액티브,RISE,KR_BIO,KR,1.0,none
0026E0,KODEX 미국S&P500버퍼3월액티브,KODEX,US_COVERED_CALL,US,1.0,unhedged
461460,PLUS 국고채10년액티브,PLUS,KR_TREASURY_10Y,KR,1.0,none
476850,KoAct 배당성장액티브,KoAct,KR_DIVIDEND,KR,1.0,none
457990,PLUS 태양광&ESS,PLUS,CLEAN_ENERGY,KR,1.0,none
494330,ACE 라이프자산주주가치액티브,ACE,KR_VALUE,KR,1.0,none
261240,KODEX 미국달러선물,KODEX,USD,CURRENCY,1.0,unhedged
475280,ACE 8월만기자동연장회사채AA-이상액티브,ACE,KR_CORPORATE,KR,1.0,none
252400,RISE 200선물레버리지,RISE,KOSPI200,KR,2.0,none
485690,RISE 미국AI밸류체인TOP3Plus,RISE,US_AI,US,1.0,unhedged
465330,RISE 2차전지TOP10,RISE,KR_BATTERY,KR,1.0,none
282000,RISE 국고채3년선물인버스,RISE,KR_TREASURY_3Y,KR,-1.0,none
445150,KODEX 친환경조선해운액티브,KODEX,KR_SHIPBUILDING,KR,1.0,none
415920,PLUS 글로벌희토류&전략자원생산기업,PLUS,RARE_EARTH,GLOBAL,1.0,unhedged
475350,RISE 버크셔포트폴리오TOP10,RISE,SP500,US,1.0,unhedged
0007N0,아이엠에셋 200,아이엠에셋,KOSPI200,KR,1.0,none
491700,HK 200,HK,KOSPI200,KR,1.0,none
419890,KIWOOM 단기채권ESG액티브,KIWOOM,KR_MONEY_MARKET,KR,1.0,none
496770,PLUS 글로벌방산,PLUS,US_DEFENSE,GLOBAL,1.0,unhedged
272910,ACE 중장기국공채액티브,ACE,KR_TREASURY,KR,1.0,none
440640,ACE 단기채권알파액티브,ACE,KR_MONEY_MARKET,KR,1.0,none
316670,KIWOOM 코스닥150,KIWOOM,KOSDAQ150,KR,1.0,none
456680,TIGER 차이나전기차레버리지(합성),TIGER,CHINA,CHINA,2.0,unhedged
261270,KODEX 미국달러선물인버스,KODEX,USD,CURRENCY,-1.0,unhedged
252650,KODEX 200동일가중,KODEX,KOSPI200,KR,1.0,none
0008T0,SOL 화장품TOP3플러스,SOL,KR_BEAUTY,KR,1.0,none
488720,WON 종합채권(AA-이상)액티브,WON,KR_BOND_AGGREGATE,KR,1.0,none
395290,HANARO Fn K-POP&미디어,HANARO,KR_CULTURE,KR,1.0,none
150460,TIGER 중국소비테마,TIGER,CHINA,CHINA,1.0,unhedged
0021E0,ACE TDF2050액티브,ACE,TDF,KR,1.0,none
444490,WON 미국S&P500,WON,SP500,US,1.0,unhedged
0142D0,TIGER 미국AI데이터센터TOP4Plus,TIGER,US_AI,US,1.0,unhedged
486240,DAISHIN343 AI반도체&인프라액티브,DAISHIN343,KR_SEMICONDUCTOR,KR,1.0,none
453080,KIWOOM 미국나스닥100(H),KIWOOM,NASDAQ100,US,1.0,hedge
271050,KODEX WTI원유선물인버스(H),KODEX,OIL,COMMODITY,-1.0,hedge
463680,KODEX 미국S&P500테크놀로지,KODEX,SP500_TECH,US,1.0,unhedged
139320,TIGER 금은선물(H),TIGER,GOLD,COMMODITY,1.0,hedge
495040,PLUS 코리아밸류업,PLUS,KR_VALUEUP,KR,1.0,none
453640,KODEX 미국S&P500헬스케어,KODEX,SP500_HEALTHCARE,US,1.0,unhedged
450910,SOL 코스닥150,SOL,KOSDAQ150,KR,1.0,none
0123S0,HANARO 26-12 은행채(AA+이상)액티브,HANARO,KR_TREASURY,KR,1.0,none
0057H0,PLUS 미국S&P500미국채혼합50액티브,PLUS,US_MIXED,US,1.0,unhedged
0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),TIGER,KR_TREASURY,KR,1.0,none
458030,WON 국공채머니마켓액티브,WON,KR_TREASURY,KR,1.0,none
0139P0,ACE 고배당주,ACE,KR_DIVIDEND,KR,1.0,none
0041D0,KODEX 미국AI소프트웨어TOP10,KODEX,US_AI,US,1.0,unhedged
225040,TIGER 미국S&P500레버리지(합성 H),TIGER,SP500,US,2.0,hedge
275980,TIGER 글로벌4차산업혁신기술(합성 H),TIGER,TECH_INNOVATION,GLOBAL,1.0,hedge
114470,KIWOOM 국고채3년,KIWOOM,KR_TREASURY_3Y,KR,1.0,none
400970,TIGER Fn메타버스,TIGER,METAVERSE,KR,1.0,none
0080X0,SOL 미국S&P500미국채혼합50,SOL,US_MIXED,US,1.0,unhedged
473590,ACE 미국주식베스트셀러,ACE,SP500,US,1.0,unhedged
447430,ACE 주주환원가치주액티브,ACE,KR_VALUE,KR,1.0,none
101280,KODEX 일본TOPIX100,KODEX,JAPAN_TOPIX,JAPAN,1.0,unhedged
117700,KODEX 건설,KODEX,KR_SECTOR,KR,1.0,none
0067V0,TIGER 차이나글로벌리더스TOP3+,TIGER,CHINA,CHINA,1.0,unhedged
306950,KODEX KRX300레버리지,KODEX,KRX300,KR,2.0,none
472830,RISE 미국30년국채커버드콜(합성),RISE,US_TREASURY_30Y,US,1.0,unhedged
292190,KODEX KRX300,KODEX,KRX300,KR,1.0,none
371470,TIGER 차이나바이오테크SOLACTIVE,TIGER,CHINA,CHINA,1.0,unhedged
455960,RISE 미국달러SOFR금리액티브(합성),RISE,USD_SOFR,CURRENCY,1.0,unhedged
298770,KODEX 한국대만IT프리미어,KODEX,KR_TECH,KR,1.0,none
298340,PLUS 국채선물3년,PLUS,KR_TREASURY_3Y,KR,1.0,none
395170,KODEX Top10동일가중,KODEX,KOSPI200,KR,1.0,none
458750,TIGER 미국배당다우존스타겟커버드콜1호,TIGER,DJ_US_DIVIDEND,US,1.0,unhedged
337140,KODEX 코스피대형주,KODEX,KOSPI,KR,1.0,none
471780,TIGER 코리아테크액티브,TIGER,KR_TECH,KR,1.0,none
474800,KIWOOM 미국원유에너지기업,KIWOOM,US_ENERGY,US,1.0,unhedged
0068M0,KODEX 미국S&P500버퍼6월액티브,KODEX,US_COVERED_CALL,US,1.0,unhedged
